document_id,year,exam_session,paper,document_type,subject,language,source,source_tier,source_url,file_name,file_path,curriculum_regime,text_extractable,ocr_required,collection_status,priority,notes,date_added,extraction_quality,session,local_path,verified,updated_at
2014_may_june_p1_exam_maths,2014,May-June,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_may_june_p1_memo_maths,2014,May-June,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_may_june_p2_exam_maths,2014,May-June,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_may_june_p2_memo_maths,2014,May-June,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_supplementary_p1_exam_maths,2014,Supplementary,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_supplementary_p1_memo_maths,2014,Supplementary,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_supplementary_p2_exam_maths,2014,Supplementary,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_supplementary_p2_memo_maths,2014,Supplementary,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_feb_march_p1_exam_maths,2014,Feb-March,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_feb_march_p1_memo_maths,2014,Feb-March,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_feb_march_p2_exam_maths,2014,Feb-March,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2014_feb_march_p2_memo_maths,2014,Feb-March,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_may_june_p1_exam_maths,2015,May-June,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_may_june_p1_memo_maths,2015,May-June,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_may_june_p2_exam_maths,2015,May-June,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_may_june_p2_memo_maths,2015,May-June,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_supplementary_p1_exam_maths,2015,Supplementary,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_supplementary_p1_memo_maths,2015,Supplementary,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_supplementary_p2_exam_maths,2015,Supplementary,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_supplementary_p2_memo_maths,2015,Supplementary,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_feb_march_p1_exam_maths,2015,Feb-March,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_feb_march_p1_memo_maths,2015,Feb-March,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_feb_march_p2_exam_maths,2015,Feb-March,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2015_feb_march_p2_memo_maths,2015,Feb-March,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_may_june_p1_exam_maths,2016,May-June,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_may_june_p1_memo_maths,2016,May-June,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_may_june_p2_exam_maths,2016,May-June,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_may_june_p2_memo_maths,2016,May-June,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_supplementary_p1_exam_maths,2016,Supplementary,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_supplementary_p1_memo_maths,2016,Supplementary,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_supplementary_p2_exam_maths,2016,Supplementary,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_supplementary_p2_memo_maths,2016,Supplementary,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_feb_march_p1_exam_maths,2016,Feb-March,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_feb_march_p1_memo_maths,2016,Feb-March,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_feb_march_p2_exam_maths,2016,Feb-March,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2016_feb_march_p2_memo_maths,2016,Feb-March,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_may_june_p1_exam_maths,2017,May-June,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_may_june_p1_memo_maths,2017,May-June,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_may_june_p2_exam_maths,2017,May-June,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_may_june_p2_memo_maths,2017,May-June,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_supplementary_p1_exam_maths,2017,Supplementary,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_supplementary_p1_memo_maths,2017,Supplementary,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_supplementary_p2_exam_maths,2017,Supplementary,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_supplementary_p2_memo_maths,2017,Supplementary,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_feb_march_p1_exam_maths,2017,Feb-March,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_feb_march_p1_memo_maths,2017,Feb-March,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_feb_march_p2_exam_maths,2017,Feb-March,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2017_feb_march_p2_memo_maths,2017,Feb-March,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_may_june_p1_exam_maths,2018,May-June,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_may_june_p1_memo_maths,2018,May-June,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_may_june_p2_exam_maths,2018,May-June,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_may_june_p2_memo_maths,2018,May-June,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_supplementary_p1_exam_maths,2018,Supplementary,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_supplementary_p1_memo_maths,2018,Supplementary,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_supplementary_p2_exam_maths,2018,Supplementary,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_supplementary_p2_memo_maths,2018,Supplementary,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_feb_march_p1_exam_maths,2018,Feb-March,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_feb_march_p1_memo_maths,2018,Feb-March,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_feb_march_p2_exam_maths,2018,Feb-March,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2018_feb_march_p2_memo_maths,2018,Feb-March,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2019_may_june_p1_exam_maths,2019,May-June,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2019_may_june_p1_memo_maths,2019,May-June,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2019_may_june_p2_exam_maths,2019,May-June,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2019_may_june_p2_memo_maths,2019,May-June,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2019_supplementary_p1_exam_maths,2019,Supplementary,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2019_supplementary_p1_memo_maths,2019,Supplementary,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2019_supplementary_p2_exam_maths,2019,Supplementary,P2,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2019_supplementary_p2_memo_maths,2019,Supplementary,P2,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2019_feb_march_p1_exam_maths,2019,Feb-March,P1,exam,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
2019_feb_march_p1_memo_maths,2019,Feb-March,P1,memo,Mathematics,Unknown,DBE,1.0,,,,CAPS-Grade12,False,False,queued,medium,Inventory candidate; availability must be verified,2026-09-06T13:22:07.122120+00:00,,,,,
